trip_id,driver_id,date,iso_week,day_of_week,stop_sequence,location_id,location_code,location_name,latitude,longitude,visit_time,visit_duration_min,distance_from_prev_km,travel_duration_from_prev_min,traffic_category,region,store_density,priority,daily_stop_count,route_total_distance_km,route_total_travel_min,route_efficiency_score
D10-2026-04-20,D10,2026-04-20,2026-W17,0,3,L022,V,Store V,23.00965,72.635266,10:06,23,3.853,12.04,high,east,0.603,1,7,33.413,81.58,0.956
D10-2026-04-20,D10,2026-04-20,2026-W17,0,4,L027,AA,Store AA,23.001022,72.605958,10:40,42,3.775,10.9,medium,south,0.585,3,7,33.413,81.58,0.956
D10-2026-04-20,D10,2026-04-20,2026-W17,0,5,L039,AM,Store AM,22.990237,72.588702,11:28,36,2.944,6.62,medium,south,0.42,5,7,33.413,81.58,0.956
D10-2026-04-20,D10,2026-04-20,2026-W17,0,6,L032,AF,Store AF,23.079458,72.579805,12:31,13,13.73,26.97,medium,north,0.53,2,7,33.413,81.58,0.956
D10-2026-04-20,D10,2026-04-20,2026-W17,0,7,L038,AL,Store AL,23.080646,72.588651,12:47,24,1.28,2.75,medium,north,0.315,5,7,33.413,81.58,0.956
D11-2026-04-20,D11,2026-04-20,2026-W17,0,1,L047,AU,Store AU,23.033228,72.504836,08:18,15,1.309,3.1,low,west,0.393,2,7,39.41,117.8,0.927
D11-2026-04-20,D11,2026-04-20,2026-W17,0,2,L025,Y,Store Y,23.017413,72.567243,09:10,13,9.59,37.01,severe,central,0.611,4,7,39.41,117.8,0.927
D11-2026-04-20,D11,2026-04-20,2026-W17,0,3,L007,G,Store G,23.018842,72.584676,09:33,23,2.492,9.91,severe,central,0.406,1,7,39.41,117.8,0.927
D11-2026-04-20,D11,2026-04-20,2026-W17,0,4,L063,BK,Store BK,23.003341,72.589143,10:02,22,2.447,6.76,medium,south,0.521,2,7,39.41,117.8,0.927
D11-2026-04-20,D11,2026-04-20,2026-W17,0,5,L069,BQ,Store BQ,22.975325,72.606437,10:38,17,4.871,13.51,medium,south,0.426,4,7,39.41,117.8,0.927
D11-2026-04-20,D11,2026-04-20,2026-W17,0,6,L072,BT,Store BT,22.993584,72.64662,11:14,19,6.309,19.67,high,industrial,0.613,2,7,39.41,117.8,0.927
D11-2026-04-20,D11,2026-04-20,2026-W17,0,7,L026,Z,Store Z,23.070122,72.61473,12:01,37,12.391,27.84,medium,north,0.282,5,7,39.41,117.8,0.927
D12-2026-04-20,D12,2026-04-20,2026-W17,0,1,L060,BH,Store BH,22.987802,72.63076,08:49,29,1.962,4.43,high,industrial,0.229,5,5,39.928,79.23,0.867
D12-2026-04-20,D12,2026-04-20,2026-W17,0,2,L058,BF,Store BF,23.028704,72.658033,09:33,12,6.393,15.09,high,east,0.723,5,5,39.928,79.23,0.867
D12-2026-04-20,D12,2026-04-20,2026-W17,0,3,L057,BE,Store BE,22.986917,72.572572,10:11,39,12.539,26.24,medium,south,0.3,3,5,39.928,79.23,0.867
D12-2026-04-20,D12,2026-04-20,2026-W17,0,4,L043,AQ,Store AQ,22.994149,72.567495,10:54,14,1.136,3.38,severe,central,0.416,2,5,39.928,79.23,0.867
D12-2026-04-20,D12,2026-04-20,2026-W17,0,5,L023,W,Store W,23.063614,72.474335,11:38,8,17.899,30.09,low,west,0.415,5,5,39.928,79.23,0.867
D01-2026-04-21,D01,2026-04-21,2026-W17,1,1,L067,BO,Store BO,23.021466,72.579505,08:35,34,1.076,5.0,severe,central,0.615,4,6,34.484,101.36,0.786
D01-2026-04-21,D01,2026-04-21,2026-W17,1,2,L007,G,Store G,23.018842,72.584676,09:12,27,0.831,3.75,severe,central,0.406,1,6,34.484,101.36,0.786
D01-2026-04-21,D01,2026-04-21,2026-W17,1,3,L066,BN,Store BN,23.003476,72.609487,09:53,30,3.698,13.63,high,industrial,0.152,2,6,34.484,101.36,0.786
D01-2026-04-21,D01,2026-04-21,2026-W17,1,4,L008,H,Store H,23.060739,72.597833,10:51,27,8.28,28.35,medium,north,0.554,4,6,34.484,101.36,0.786
D01-2026-04-21,D01,2026-04-21,2026-W17,1,5,L016,P,Store P,23.054636,72.642587,11:37,33,5.621,18.97,high,east,0.384,1,6,34.484,101.36,0.786
D01-2026-04-21,D01,2026-04-21,2026-W17,1,6,L011,K,Store K,23.050226,72.52189,12:42,19,14.977,31.65,low,west,0.537,1,6,34.484,101.36,0.786
D02-2026-04-21,D02,2026-04-21,2026-W17,1,1,L032,AF,Store AF,23.079458,72.579805,08:32,27,0.647,2.19,medium,north,0.53,2,5,53.34,149.23,0.95
D02-2026-04-21,D02,2026-04-21,2026-W17,1,2,L013,M,Store M,23.029567,72.564749,09:31,30,7.785,32.11,severe,central,0.51,1,5,53.34,149.23,0.95
D02-2026-04-21,D02,2026-04-21,2026-W17,1,3,L015,O,Store O,23.004357,72.587923,10:13,32,4.738,11.75,medium,south,0.494,2,5,53.34,149.23,0.95
D02-2026-04-21,D02,2026-04-21,2026-W17,1,4,L071,BS,Store BS,23.050641,72.502727,11:16,24,14.01,31.53,low,west,0.201,5,5,53.34,149.23,0.95
D02-2026-04-21,D02,2026-04-21,2026-W17,1,5,L046,AT,Store AT,23.040931,72.688225,12:52,40,26.16,71.66,high,east,0.852,1,5,53.34,149.23,0.95
D03-2026-04-21,D03,2026-04-21,2026-W17,1,1,L033,AG,Store AG,22.943913,72.574113,08:15,30,5.027,15.31,medium,south,0.233,5,7,39.57,144.03,0.935
D03-2026-04-21,D03,2026-04-21,2026-W17,1,2,L066,BN,Store BN,23.003476,72.609487,09:25,29,10.218,40.56,high,industrial,0.152,2,7,39.57,144.03,0.935
D03-2026-04-21,D03,2026-04-21,2026-W17,1,3,L019,S,Store S,23.033345,72.570383,10:24,43,6.377,29.79,severe,central,0.687,3,7,39.57,144.03,0.935
D03-2026-04-21,D03,2026-04-21,2026-W17,1,4,L061,BI,Store BI,23.055123,72.560227,11:19,9,3.74,11.79,severe,central,0.834,5,7,39.57,144.03,0.935
D03-2026-04-21,D03,2026-04-21,2026-W17,1,5,L002,B,Store B,23.054435,72.582907,11:38,30,3.347,10.07,medium,north,0.596,1,7,39.57,144.03,0.935
D03-2026-04-21,D03,2026-04-21,2026-W17,1,6,L008,H,Store H,23.060739,72.597833,12:13,28,2.129,5.17,medium,north,0.554,4,7,39.57,144.03,0.935
D03-2026-04-21,D03,2026-04-21,2026-W17,1,7,L055,BC,Store BC,23.01131,72.55939,13:13,14,8.733,31.34,severe,central,0.7,5,7,39.57,144.03,0.935
D04-2026-04-21,D04,2026-04-21,2026-W17,1,1,L070,BR,Store BR,23.033811,72.669165,08:05,23,2.015,5.77,high,east,0.91,1,6,46.276,112.64,0.808
D04-2026-04-21,D04,2026-04-21,2026-W17,1,2,L072,BT,Store BT,22.993584,72.64662,08:47,16,6.908,18.49,high,industrial,0.613,2,6,46.276,112.64,0.808
D04-2026-04-21,D04,2026-04-21,2026-W17,1,3,L063,BK,Store BK,23.003341,72.589143,09:26,15,8.281,22.79,medium,south,0.521,2,6,46.276,112.64,0.808
D04-2026-04-21,D04,2026-04-21,2026-W17,1,4,L055,BC,Store BC,23.01131,72.55939,09:56,17,4.626,15.79,severe,central,0.7,5,6,46.276,112.64,0.808
D04-2026-04-21,D04,2026-04-21,2026-W17,1,5,L051,AY,Store AY,22.967069,72.591557,10:32,28,7.639,18.97,medium,south,0.307,1,6,46.276,112.64,0.808
D04-2026-04-21,D04,2026-04-21,2026-W17,1,6,L047,AU,Store AU,23.033228,72.504836,11:31,21,16.807,30.82,low,west,0.393,2,6,46.276,112.64,0.808
D05-2026-04-21,D05,2026-04-21,2026-W17,1,1,L023,W,Store W,23.063614,72.474335,08:38,8,4.454,8.81,low,west,0.415,5,5,45.888,118.8,0.808
D05-2026-04-21,D05,2026-04-21,2026-W17,1,2,L057,BE,Store BE,22.986917,72.572572,09:40,32,18.933,53.97,medium,south,0.3,3,5,45.888,118.8,0.808
D05-2026-04-21,D05,2026-04-21,2026-W17,1,3,L045,AS,Store AS,22.968161,72.595815,10:24,15,4.609,11.47,medium,south,0.554,5,5,45.888,118.8,0.808
D05-2026-04-21,D05,2026-04-21,2026-W17,1,4,L006,F,Store F,22.974202,72.628706,10:53,20,4.949,14.19,high,industrial,0.32,2,5,45.888,118.8,0.808
D05-2026-04-21,D05,2026-04-21,2026-W17,1,5,L016,P,Store P,23.054636,72.642587,11:43,37,12.944,30.36,high,east,0.384,1,5,45.888,118.8,0.808
D06-2026-04-21,D06,2026-04-21,2026-W17,1,1,L060,BH,Store BH,22.987802,72.63076,08:06,36,1.891,6.18,high,industrial,0.229,5,9,34.354,92.13,0.894
D06-2026-04-21,D06,2026-04-21,2026-W17,1,2,L010,J,Store J,23.007342,72.633356,08:50,42,3.014,8.7,high,east,0.567,2,9,34.354,92.13,0.894
D06-2026-04-21,D06,2026-04-21,2026-W17,1,3,L054,BB,Store BB,23.019539,72.64297,09:40,16,2.243,7.88,high,industrial,0.273,5,9,34.354,92.13,0.894
D06-2026-04-21,D06,2026-04-21,2026-W17,1,4,L040,AN,Store AN,23.034803,72.627306,10:05,23,2.954,8.49,high,east,0.834,2,9,34.354,92.13,0.894
D06-2026-04-21,D06,2026-04-21,2026-W17,1,5,L002,B,Store B,23.054435,72.582907,10:45,26,6.196,16.97,medium,north,0.596,1,9,34.354,92.13,0.894
D06-2026-04-21,D06,2026-04-21,2026-W17,1,6,L061,BI,Store BI,23.055123,72.560227,11:19,9,3.175,8.57,severe,central,0.834,5,9,34.354,92.13,0.894
D06-2026-04-21,D06,2026-04-21,2026-W17,1,7,L021,U,Store U,22.971647,72.586101,11:59,14,13.255,30.3,medium,south,0.174,1,9,34.354,92.13,0.894
D06-2026-04-21,D06,2026-04-21,2026-W17,1,8,L051,AY,Store AY,22.967069,72.591557,12:15,31,1.048,2.75,medium,south,0.307,1,9,34.354,92.13,0.894
D06-2026-04-21,D06,2026-04-21,2026-W17,1,9,L045,AS,Store AS,22.968161,72.595815,12:49,12,0.577,2.3,medium,south,0.554,5,9,34.354,92.13,0.894
D07-2026-04-21,D07,2026-04-21,2026-W17,1,1,L037,AK,Store AK,23.015245,72.550811,08:29,22,2.928,14.16,severe,central,0.354,1,7,45.472,135.04,0.776
D07-2026-04-21,D07,2026-04-21,2026-W17,1,2,L047,AU,Store AU,23.033228,72.504836,09:08,31,6.246,17.25,low,west,0.393,2,7,45.472,135.04,0.776
D07-2026-04-21,D07,2026-04-21,2026-W17,1,3,L017,Q,Store Q,23.050603,72.495376,09:47,44,2.923,7.93,low,west,0.255,5,7,45.472,135.04,0.776
D07-2026-04-21,D07,2026-04-21,2026-W17,1,4,L020,T,Store T,23.062919,72.557646,10:58,14,7.929,27.35,medium,north,0.35,2,7,45.472,135.04,0.776
D07-2026-04-21,D07,2026-04-21,2026-W17,1,5,L030,AD,Store AD,22.998471,72.613437,11:50,22,13.232,37.7,high,industrial,0.331,3,7,45.472,135.04,0.776
D07-2026-04-21,D07,2026-04-21,2026-W17,1,6,L048,AV,Store AV,22.993243,72.626763,12:18,25,1.762,5.83,high,industrial,0.151,4,7,45.472,135.04,0.776
D07-2026-04-21,D07,2026-04-21,2026-W17,1,7,L033,AG,Store AG,22.943913,72.574113,13:08,32,10.452,24.82,medium,south,0.233,5,7,45.472,135.04,0.776
D08-2026-04-21,D08,2026-04-21,2026-W17,1,1,L032,AF,Store AF,23.079458,72.579805,08:17,19,0.758,2.11,medium,north,0.53,2,6,31.127,88.38,0.763
D08-2026-04-21,D08,2026-04-21,2026-W17,1,2,L014,N,Store N,23.06393,72.571711,08:42,17,2.654,6.61,medium,north,0.272,4,6,31.127,88.38,0.763
D08-2026-04-21,D08,2026-04-21,2026-W17,1,3,L061,BI,Store BI,23.055123,72.560227,09:05,14,1.837,5.73,severe,central,0.834,5,6,31.127,88.38,0.763
D08-2026-04-21,D08,2026-04-21,2026-W17,1,4,L021,U,Store U,22.971647,72.586101,09:55,14,13.477,35.7,medium,south,0.174,1,6,31.127,88.38,0.763
D08-2026-04-21,D08,2026-04-21,2026-W17,1,5,L069,BQ,Store BQ,22.975325,72.606437,10:17,11,2.883,8.37,medium,south,0.426,4,6,31.127,88.38,0.763
D08-2026-04-21,D08,2026-04-21,2026-W17,1,6,L058,BF,Store BF,23.028704,72.658033,10:58,16,9.519,29.86,high,east,0.723,5,6,31.127,88.38,0.763
D09-2026-04-21,D09,2026-04-21,2026-W17,1,1,L039,AM,Store AM,22.990237,72.588702,08:35,31,2.449,5.18,medium,south,0.42,5,6,55.598,119.68,0.933
D09-2026-04-21,D09,2026-04-21,2026-W17,1,2,L033,AG,Store AG,22.943913,72.574113,09:22,32,6.354,16.46,medium,south,0.233,5,6,55.598,119.68,0.933
D09-2026-04-21,D09,2026-04-21,2026-W17,1,3,L047,AU,Store AU,23.033228,72.504836,10:31,21,17.129,36.78,low,west,0.393,2,6,55.598,119.68,0.933
D09-2026-04-21,D09,2026-04-21,2026-W17,1,4,L017,Q,Store Q,23.050603,72.495376,10:57,30,2.701,5.25,low,west,0.255,5,6,55.598,119.68,0.933
D09-2026-04-21,D09,2026-04-21,2026-W17,1,5,L065,BM,Store BM,23.042302,72.468112,11:33,33,3.551,5.8,low,west,0.573,1,6,55.598,119.68,0.933
D09-2026-04-21,D09,2026-04-21,2026-W17,1,6,L064,BL,Store BL,23.039547,72.653069,12:56,28,23.414,50.21,high,east,0.556,3,6,55.598,119.68,0.933
D10-2026-04-21,D10,2026-04-21,2026-W17,1,1,L052,AZ,Store AZ,23.034712,72.622924,08:57,27,4.366,12.4,high,east,0.669,1,5,33.889,85.01,0.766
D10-2026-04-21,D10,2026-04-21,2026-W17,1,2,L049,AW,Store AW,23.009972,72.596579,09:42,36,5.556,18.25,severe,central,0.521,5,5,33.889,85.01,0.766
D10-2026-04-21,D10,2026-04-21,2026-W17,1,3,L024,X,Store X,22.991964,72.617173,10:28,35,3.628,10.15,high,industrial,0.592,3,5,33.889,85.01,0.766
D10-2026-04-21,D10,2026-04-21,2026-W17,1,4,L025,Y,Store Y,23.017413,72.567243,11:25,13,7.972,21.52,severe,central,0.611,4,5,33.889,85.01,0.766
D10-2026-04-21,D10,2026-04-21,2026-W17,1,5,L035,AI,Store AI,23.072258,72.486824,12:01,28,12.366,22.69,low,west,0.475,4,5,33.889,85.01,0.766
D11-2026-04-21,D11,2026-04-21,2026-W17,1,1,L053,BA,Store BA,23.044315,72.507837,08:02,26,1.146,2.78,low,west,0.448,2,7,44.921,116.47,0.916
D11-2026-04-21,D11,2026-04-21,2026-W17,1,2,L065,BM,Store BM,23.042302,72.468112,08:39,29,4.969,11.09,low,west,0.573,1,7,44.921,116.47,0.916
D11-2026-04-21,D11,2026-04-21,2026-W17,1,3,L014,N,Store N,23.06393,72.571711,09:47,17,15.67,38.69,medium,north,0.272,4,7,44.921,116.47,0.916
D11-2026-04-21,D11,2026-04-21,2026-W17,1,4,L068,BP,Store BP,23.079328,72.590398,10:13,26,3.195,8.98,medium,north,0.592,2,7,44.921,116.47,0.916
D11-2026-04-21,D11,2026-04-21,2026-W17,1,5,L063,BK,Store BK,23.003341,72.589143,11:11,21,11.528,31.94,medium,south,0.521,2,7,44.921,116.47,0.916
D11-2026-04-21,D11,2026-04-21,2026-W17,1,6,L010,J,Store J,23.007342,72.633356,11:47,36,5.52,15.14,high,east,0.567,2,7,44.921,116.47,0.916
D11-2026-04-21,D11,2026-04-21,2026-W17,1,7,L012,L,Store L,22.986719,72.630134,12:31,22,2.892,7.85,high,industrial,0.377,3,7,44.921,116.47,0.916
D12-2026-04-21,D12,2026-04-21,2026-W17,1,1,L060,BH,Store BH,22.987802,72.63076,08:34,29,1.941,4.4,high,industrial,0.229,5,6,32.663,77.46,0.811
D12-2026-04-21,D12,2026-04-21,2026-W17,1,2,L054,BB,Store BB,23.019539,72.64297,09:15,15,5.317,12.54,high,industrial,0.273,5,6,32.663,77.46,0.811
D12-2026-04-21,D12,2026-04-21,2026-W17,1,3,L064,BL,Store BL,23.039547,72.653069,09:40,27,3.39,9.73,high,east,0.556,3,6,32.663,77.46,0.811
D12-2026-04-21,D12,2026-04-21,2026-W17,1,4,L018,R,Store R,23.020022,72.610523,10:24,13,5.778,16.65,high,industrial,0.348,4,6,32.663,77.46,0.811
D12-2026-04-21,D12,2026-04-21,2026-W17,1,5,L001,A,Store A,23.019581,72.568967,10:51,17,5.033,13.97,severe,central,0.515,2,6,32.663,77.46,0.811
D12-2026-04-21,D12,2026-04-21,2026-W17,1,6,L005,E,Store E,23.061481,72.504036,11:28,37,11.204,20.18,low,west,0.555,1,6,32.663,77.46,0.811
D01-2026-04-22,D01,2026-04-22,2026-W17,2,1,L049,AW,Store AW,23.009972,72.596579,09:01,26,3.74,16.94,severe,central,0.521,5,6,38.658,133.16,0.794
D01-2026-04-22,D01,2026-04-22,2026-W17,2,2,L030,AD,Store AD,22.998471,72.613437,09:39,12,2.796,11.12,high,industrial,0.331,3,6,38.658,133.16,0.794
D01-2026-04-22,D01,2026-04-22,2026-W17,2,3,L006,F,Store F,22.974202,72.628706,10:06,10,3.872,15.24,high,industrial,0.32,2,6,38.658,133.16,0.794
D01-2026-04-22,D01,2026-04-22,2026-W17,2,4,L021,U,Store U,22.971647,72.586101,10:33,9,5.221,17.13,medium,south,0.174,1,6,38.658,133.16,0.794
D01-2026-04-22,D01,2026-04-22,2026-W17,2,5,L031,AE,Store AE,23.033569,72.600459,11:25,30,9.583,43.47,severe,central,0.918,1,6,38.658,133.16,0.794
D01-2026-04-22,D01,2026-04-22,2026-W17,2,6,L017,Q,Store Q,23.050603,72.495376,12:25,28,13.446,29.26,low,west,0.255,5,6,38.658,133.16,0.794
D02-2026-04-22,D02,2026-04-22,2026-W17,2,1,L050,AX,Store AX,23.071203,72.583432,08:18,23,1.196,3.8,medium,north,0.298,1,5,44.295,124.87,0.892
D02-2026-04-22,D02,2026-04-22,2026-W17,2,2,L049,AW,Store AW,23.009972,72.596579,09:22,28,9.8,40.73,severe,central,0.521,5,5,44.295,124.87,0.892
D02-2026-04-22,D02,2026-04-22,2026-W17,2,3,L030,AD,Store AD,22.998471,72.613437,09:59,11,2.599,8.5,high,industrial,0.331,3,5,44.295,124.87,0.892
D02-2026-04-22,D02,2026-04-22,2026-W17,2,4,L004,D,Store D,23.031554,72.664233,10:36,28,7.936,26.96,high,east,0.74,5,5,44.295,124.87,0.892
D02-2026-04-22,D02,2026-04-22,2026-W17,2,5,L035,AI,Store AI,23.072258,72.486824,11:49,21,22.763,44.88,low,west,0.475,4,5,44.295,124.87,0.892
D03-2026-04-22,D03,2026-04-22,2026-W17,2,1,L045,AS,Store AS,22.968161,72.595815,08:17,17,0.834,2.52,medium,south,0.554,5,7,28.408,90.48,0.897
D03-2026-04-22,D03,2026-04-22,2026-W17,2,2,L024,X,Store X,22.991964,72.617173,08:50,33,4.506,16.36,high,industrial,0.592,3,7,28.408,90.48,0.897
D03-2026-04-22,D03,2026-04-22,2026-W17,2,3,L027,AA,Store AA,23.001022,72.605958,09:30,37,1.906,6.48,medium,south,0.585,3,7,28.408,90.48,0.897
D03-2026-04-22,D03,2026-04-22,2026-W17,2,4,L025,Y,Store Y,23.017413,72.567243,10:30,14,5.364,23.21,severe,central,0.611,4,7,28.408,90.48,0.897
D03-2026-04-22,D03,2026-04-22,2026-W17,2,5,L019,S,Store S,23.033345,72.570383,10:55,32,2.481,10.98,severe,central,0.687,3,7,28.408,90.48,0.897
D03-2026-04-22,D03,2026-04-22,2026-W17,2,6,L059,BG,Store BG,23.044363,72.508799,11:47,15,8.561,19.5,low,west,0.283,3,7,28.408,90.48,0.897
D03-2026-04-22,D03,2026-04-22,2026-W17,2,7,L035,AI,Store AI,23.072258,72.486824,12:13,25,4.757,11.43,low,west,0.475,4,7,28.408,90.48,0.897
D04-2026-04-22,D04,2026-04-22,2026-W17,2,1,L064,BL,Store BL,23.039547,72.653069,08:48,30,1.417,3.81,high,east,0.556,3,6,34.93,87.68,0.784
D04-2026-04-22,D04,2026-04-22,2026-W17,2,2,L031,AE,Store AE,23.033569,72.600459,09:43,31,6.939,25.08,severe,central,0.918,1,6,34.93,87.68,0.784
D04-2026-04-22,D04,2026-04-22,2026-W17,2,3,L063,BK,Store BK,23.003341,72.589143,10:27,20,5.153,12.97,medium,south,0.521,2,6,34.93,87.68,0.784
D04-2026-04-22,D04,2026-04-22,2026-W17,2,4,L030,AD,Store AD,22.998471,72.613437,10:58,20,3.483,10.88,high,industrial,0.331,3,6,34.93,87.68,0.784
D04-2026-04-22,D04,2026-04-22,2026-W17,2,5,L003,C,Store C,22.973863,72.588513,11:29,29,4.758,11.24,medium,south,0.259,5,6,34.93,87.68,0.784
D04-2026-04-22,D04,2026-04-22,2026-W17,2,6,L011,K,Store K,23.050226,72.52189,12:22,22,13.18,23.7,low,west,0.537,1,6,34.93,87.68,0.784
D05-2026-04-22,D05,2026-04-22,2026-W17,2,1,L041,AO,Store AO,23.049607,72.513774,08:49,42,2.102,4.92,low,west,0.362,4,8,46.408,107.5,0.906
D05-2026-04-22,D05,2026-04-22,2026-W17,2,2,L065,BM,Store BM,23.042302,72.468112,09:45,22,6.063,13.87,low,west,0.573,1,8,46.408,107.5,0.906
D05-2026-04-22,D05,2026-04-22,2026-W17,2,3,L044,AR,Store AR,23.077308,72.577708,10:46,19,16.611,38.88,medium,north,0.242,4,8,46.408,107.5,0.906
D05-2026-04-22,D05,2026-04-22,2026-W17,2,4,L008,H,Store H,23.060739,72.597833,11:13,31,3.645,7.96,medium,north,0.554,4,8,46.408,107.5,0.906
D05-2026-04-22,D05,2026-04-22,2026-W17,2,5,L026,Z,Store Z,23.070122,72.61473,11:49,38,2.822,5.33,medium,north,0.282,5,8,46.408,107.5,0.906
D05-2026-04-22,D05,2026-04-22,2026-W17,2,6,L028,AB,Store AB,23.012768,72.640552,12:51,29,9.63,23.08,high,east,0.442,2,8,46.408,107.5,0.906
D05-2026-04-22,D05,2026-04-22,2026-W17,2,7,L072,BT,Store BT,22.993584,72.64662,13:28,21,3.191,8.32,high,industrial,0.613,2,8,46.408,107.5,0.906
D05-2026-04-22,D05,2026-04-22,2026-W17,2,8,L060,BH,Store BH,22.987802,72.63076,13:54,33,2.344,5.13,high,industrial,0.229,5,8,46.408,107.5,0.906
D06-2026-04-22,D06,2026-04-22,2026-W17,2,1,L009,I,Store I,22.994965,72.615016,08:02,38,0.87,2.2,medium,south,0.189,3,8,49.056,128.86,0.848
D06-2026-04-22,D06,2026-04-22,2026-W17,2,2,L030,AD,Store AD,22.998471,72.613437,08:42,17,0.575,2.23,high,industrial,0.331,3,8,49.056,128.86,0.848
D06-2026-04-22,D06,2026-04-22,2026-W17,2,3,L048,AV,Store AV,22.993243,72.626763,09:05,17,1.924,5.68,high,industrial,0.151,4,8,49.056,128.86,0.848
D06-2026-04-22,D06,2026-04-22,2026-W17,2,4,L060,BH,Store BH,22.987802,72.63076,09:24,35,0.948,2.68,high,industrial,0.229,5,8,49.056,128.86,0.848
D06-2026-04-22,D06,2026-04-22,2026-W17,2,5,L063,BK,Store BK,23.003341,72.589143,10:18,20,6.581,18.66,medium,south,0.521,2,8,49.056,128.86,0.848
D06-2026-04-22,D06,2026-04-22,2026-W17,2,6,L058,BF,Store BF,23.028704,72.658033,11:08,9,9.354,30.42,high,east,0.723,5,8,49.056,128.86,0.848
D06-2026-04-22,D06,2026-04-22,2026-W17,2,7,L046,AT,Store AT,23.040931,72.688225,11:30,31,4.911,12.92,high,east,0.852,1,8,49.056,128.86,0.848
D06-2026-04-22,D06,2026-04-22,2026-W17,2,8,L059,BG,Store BG,23.044363,72.508799,12:55,8,23.892,54.08,low,west,0.283,3,8,49.056,128.86,0.848
D07-2026-04-22,D07,2026-04-22,2026-W17,2,1,L039,AM,Store AM,22.990237,72.588702,09:02,28,5.76,17.72,medium,south,0.42,5,7,54.859,155.43,0.862
D07-2026-04-22,D07,2026-04-22,2026-W17,2,2,L045,AS,Store AS,22.968161,72.595815,09:41,16,3.308,11.03,medium,south,0.554,5,7,54.859,155.43,0.862
D07-2026-04-22,D07,2026-04-22,2026-W17,2,3,L033,AG,Store AG,22.943913,72.574113,10:13,31,4.787,15.89,medium,south,0.233,5,7,54.859,155.43,0.862
D07-2026-04-22,D07,2026-04-22,2026-W17,2,4,L060,BH,Store BH,22.987802,72.63076,11:21,35,10.493,36.92,high,industrial,0.229,5,7,54.859,155.43,0.862
D07-2026-04-22,D07,2026-04-22,2026-W17,2,5,L029,AC,Store AC,23.030634,72.53114,12:28,28,15.186,32.03,low,west,0.609,5,7,54.859,155.43,0.862
D07-2026-04-22,D07,2026-04-22,2026-W17,2,6,L005,E,Store E,23.061481,72.504036,13:09,36,5.547,13.18,low,west,0.555,1,7,54.859,155.43,0.862
D07-2026-04-22,D07,2026-04-22,2026-W17,2,7,L032,AF,Store AF,23.079458,72.579805,14:14,15,9.777,28.66,medium,north,0.53,2,7,54.859,155.43,0.862
D08-2026-04-22,D08,2026-04-22,2026-W17,2,1,L008,H,Store H,23.060739,72.597833,08:54,32,3.28,9.11,medium,north,0.554,4,7,41.34,100.32,0.789
D08-2026-04-22,D08,2026-04-22,2026-W17,2,2,L052,AZ,Store AZ,23.034712,72.622924,09:42,29,5.382,16.74,high,east,0.669,1,7,41.34,100.32,0.789
D08-2026-04-22,D08,2026-04-22,2026-W17,2,3,L015,O,Store O,23.004357,72.587923,10:31,34,6.767,20.13,medium,south,0.494,2,7,41.34,100.32,0.789
D08-2026-04-22,D08,2026-04-22,2026-W17,2,4,L039,AM,Store AM,22.990237,72.588702,11:10,23,2.217,4.83,medium,south,0.42,5,7,41.34,100.32,0.789
D08-2026-04-22,D08,2026-04-22,2026-W17,2,5,L045,AS,Store AS,22.968161,72.595815,11:40,14,3.114,6.77,medium,south,0.554,5,7,41.34,100.32,0.789
D08-2026-04-22,D08,2026-04-22,2026-W17,2,6,L033,AG,Store AG,22.943913,72.574113,12:06,33,5.078,12.16,medium,south,0.233,5,7,41.34,100.32,0.789
D08-2026-04-22,D08,2026-04-22,2026-W17,2,7,L059,BG,Store BG,23.044363,72.508799,13:10,13,15.503,30.57,low,west,0.283,3,7,41.34,100.32,0.789
D09-2026-04-22,D09,2026-04-22,2026-W17,2,1,L057,BE,Store BE,22.986917,72.572572,08:37,30,3.359,7.79,medium,south,0.3,3,6,33.338,75.76,0.813
D09-2026-04-22,D09,2026-04-22,2026-W17,2,2,L018,R,Store R,23.020022,72.610523,09:25,18,6.317,17.78,high,industrial,0.348,4,6,33.338,75.76,0.813
D09-2026-04-22,D09,2026-04-22,2026-W17,2,3,L008,H,Store H,23.060739,72.597833,09:56,37,6.15,12.56,medium,north,0.554,4,6,33.338,75.76,0.813
D09-2026-04-22,D09,2026-04-22,2026-W17,2,4,L032,AF,Store AF,23.079458,72.579805,10:41,8,3.68,8.59,medium,north,0.53,2,6,33.338,75.76,0.813
D09-2026-04-22,D09,2026-04-22,2026-W17,2,5,L061,BI,Store BI,23.055123,72.560227,11:01,8,4.367,11.77,severe,central,0.834,5,6,33.338,75.76,0.813
D09-2026-04-22,D09,2026-04-22,2026-W17,2,6,L035,AI,Store AI,23.072258,72.486824,11:26,29,9.464,17.26,low,west,0.475,4,6,33.338,75.76,0.813
D10-2026-04-22,D10,2026-04-22,2026-W17,2,1,L052,AZ,Store AZ,23.034712,72.622924,08:59,30,4.543,14.43,high,east,0.669,1,5,37.405,99.1,0.845
D10-2026-04-22,D10,2026-04-22,2026-W17,2,2,L066,BN,Store BN,23.003476,72.609487,09:44,32,5.185,14.75,high,industrial,0.152,2,5,37.405,99.1,0.845
D10-2026-04-22,D10,2026-04-22,2026-W17,2,3,L013,M,Store M,23.029567,72.564749,10:42,30,6.959,25.92,severe,central,0.51,1,5,37.405,99.1,0.845
